,name,address,post_codes,lat,long
0,Migros,Wengistrasse 7 8004 Zürich,8004,47.3749724,8.5230257
1,Migros,Sihlpassage 8004 Zürich,8004,47.3807562,8.517289
2,Migros,Zollstrasse 6 8005 Zürich,8005,47.3798176,8.5369492
3,Migros,Löwenstrasse 31 - 35 8001 Zürich,8001,47.37538319999999,8.5360797
4,Migros,Limmatstrasse 152 8005 Zürich,8005,47.38587829999999,8.5312854
5,Migros,Hauptbahnhof 8001 Zürich,8001,47.3783642,8.5383585
6,Migros,Shop Ville 8001 Zürich,8001,47.3783642,8.5383585
7,Migros,Birmensdorferstrasse 140 8003 Zürich,8003,47.3701818,8.520143599999999
8,Migros,Stockerstrasse 47 8002 Zürich,8002,47.3682909,8.5341115
9,Migros,Badenerstrasse 376 8004 Zürich,8004,47.37910189999999,8.5087853
10,Migros,Hardturmstrasse 11 8005 Zürich,8005,47.3913439,8.5184888
11,Migros,Tessinerplatz 10 8002 Zürich,8002,47.364369,8.530935399999999
12,Migros,Birmensdorferstrasse 320 8055 Zürich,8055,47.3698928,8.5083039
13,Migros,Scheffelstrasse 3 8037 Zürich,8037,47.3937726,8.5292338
14,Migros,Schaffhauserstrasse 75 8057 Zürich,8057,47.3926141,8.5384939
15,Migros,Winterthurerstrasse 2 - 4 8006 Zürich,8006,47.3860795,8.5487063
16,Migros,Falkenstrasse 19 - 21 8008 Zürich,8008,47.36545230000001,8.5478692
17,Migros,Giesshübelstrasse 65 8045 Zürich,8045,47.35826350000001,8.5177964
18,Migros,Toblerstrasse 73 8044 Zürich,8044,47.3794015,8.5594339
19,Migros,Kreuzplatz 20 8008 Zürich,8008,47.3648162,8.554096399999999
20,Migros,Seefeldstrasse 111 - 113 8008 Zürich,8008,47.358365,8.5541587
21,Migros,Albisriederstrasse 365 8047 Zürich,8047,47.3751456,8.4856275
22,Migros,Altstetterstrasse 145 8048 Zürich,8048,47.3883056,8.4875973
23,Migros,Hohlstrasse 600 8048 Zürich,8048,47.391489,8.4874789
24,Migros,Regensdorferstrasse 20 8049 Zürich,8049,47.403772,8.4974444
25,Migros,Hofwiesenstrasse 350 - 354 8050 Zürich,8050,47.4105681,8.542987
26,Migros,Etzelstrasse 3 8038 Zürich,8038,47.344553,8.5301759
27,Migros,Forchstrasse 260 8008 Zürich,8008,47.357709,8.5710728
28,Migros,Winterthurerstrasse 524 8051 Zürich,8051,47.403942,8.572517399999999
29,Migros,Leimbachstrasse 23 8041 Zürich,8041,47.3360431,8.518949
30,Migros,Schaffhauserstrasse 470 8052 Zürich,8052,47.419507,8.5484557
31,Migros,Jonas-Furrer-Strasse 21 8046 Zürich,8046,47.4203349,8.508801199999999
32,Migros,Witikonerstrasse 293 8053 Zürich,8053,47.3588321,8.5857692
