,Unnamed: 0,name,address,post_codes,lat,long,quarter
101,101,Denner, Seestrasse 338 8810 Horgen,8810,47.253349,8.6188542,
102,102,Denner, Zürcherstrasse 17 8173 Neerach,8173,47.5118336,8.4775139,
103,103,Denner, Albisstrasse 8 8926 Kappel am Albis,8926,47.2298213,8.5272591,
104,104,Denner, Dorfstrasse 147 8424 Embrach,8424,47.5127651,8.5935277,
105,105,Denner, Bahnhofstrasse 28 8180 Bülach,8180,47.5210629,8.540381,
106,106,Denner, Esslingerstrasse 11 8617 Mönchaltorf,8617,47.3079142,8.7216415,
107,107,Denner, Hardhofstrasse 9 8424 Embrach,8424,47.5173603,8.5950885,
108,108,Denner, Glasistrasse 4 8180 Bülach,8180,47.5263765,8.535534499999999,
109,109,Denner, Bahnhofstrasse 29 8320 Fehraltorf,8320,47.38557429999999,8.751196799999999,
110,110,Denner, Ziegeleiplatz 2 8406 Winterthur,8406,47.4773387,8.6993188,
111,111,Denner, Luzernerstrasse 10 5630 Muri AG,5630,47.2724791,8.3420554,
112,112,Denner, Bremgartenstrasse 48 5610 Wohlen AG,5610,47.3122835,8.3258719,
113,113,Denner, Landstrasse 79 5430 Wettingen,5430,47.46692909999999,8.3248733,
114,114,Denner, Weiacherstrasse 1 8422 Pfungen,8422,47.5172884,8.6500922,
115,115,Denner, Badenerstrasse 5c 5442 Fislisbach,5442,47.4361061,8.2907576,
116,116,Denner, Alte Landstrasse 260-264 8708 Männedorf,8708,47.2529901,8.6960436,
117,117,Denner, Zürcherstrasse 120 8406 Winterthur,8406,47.4910246,8.705390099999999,
118,118,Denner, Schulhausstrasse 3/5 8618 Oetwil am See,8618,47.2713361,8.7208138,
119,119,Denner, Alte Bahnhofstrasse 27 5610 Wohlen AG,5610,47.3502021,8.2695672,
120,120,Denner, Laufenbachstrasse 10 8625 Gossau ZH,8625,47.3058451,8.758992300000001,
121,121,Denner, Turmstrasse 17 8330 Pfäffikon ZH,8330,47.36820400000001,8.7805803,
122,122,Denner, Seestrasse 27 8330 Pfäffikon ZH,8330,47.3662842,8.781907499999999,
123,123,Denner, Oberdorfstrasse 21 8820 Wädenswil,8820,47.2282772,8.6687903,
124,124,Denner, Lenzburgerstrasse 50 5507 Mellingen,5507,47.4131888,8.2668404,
125,125,Denner, Oberdorfstrasse 6a 6340 Baar,6340,47.1956305,8.529893600000001,
126,126,Denner, Zwischenweg 1 8413 Neftenbach,8413,47.5270808,8.6670891,
127,127,Denner, Strickerstrasse 3 8400 Winterthur,8400,47.4991427,8.720993,
128,128,Denner, Zugerstrasse 47 6312 Steinhausen,6312,47.1919822,8.4883997,
129,129,Denner, Schützenstrasse 39 8400 Winterthur,8400,47.5043843,8.7191378,
130,130,Denner, Hinterbergstrasse 40 6312 Steinhausen,6312,47.1920625,8.477774499999999,
131,131,Denner, Stadthausstrasse 10a 8400 Winterthur,8400,47.5004412,8.7264917,
132,132,Denner, Pflanzschulstrasse 9 8400 Winterthur,8400,47.4947443,8.740240499999999,
133,133,Denner, Bahnhofstrasse 19 8620 Wetzikon ZH 1,8620,47.3199861,8.7922392,
134,134,Denner, Dorfplatz 8 5612 Villmergen,5612,47.3471612,8.2454621,
135,135,Denner, Kreuzstrasse 4 8712 Stäfa,8712,47.2401747,8.724586,
136,136,Denner, Bahnhofstrasse 16 5605 Dottikon,5605,47.3818463,8.239508599999999,
137,137,Denner, Bahnhofstrasse 151 8620 Wetzikon ZH,8620,47.3283228,8.7993433,
138,138,Denner, Kirchweg 25 5415 Nussbaumen (AG),5415,47.4887108,8.292391799999999,
139,139,Denner, Bruggerstrasse 161 5400 Baden,5400,47.4831522,8.286169,
140,140,Denner, Sandgruebstrasse 1 8193 Eglisau,8193,47.5687049,8.523401,
141,141,Denner, Grüzefeldstrasse 24 8400 Winterthur,8400,47.4969206,8.7464988,
142,142,Denner, Schaffhauserstrasse 152 8400 Winterthur,8400,47.5186578,8.720000200000001,
143,143,Denner, Hinterdorfstrasse 40 8405 Winterthur,8405,47.4852907,8.7625727,
144,144,Denner, Hertizentrum 10 6303 Zug,6303,47.1780459,8.505822,
145,145,Denner, Bahnhofstrasse 255 8623 Wetzikon ZH,8623,47.3316334,8.807706999999999,
146,146,Denner, Zugerstrasse 15 / 17 6330 Cham,6330,47.1817324,8.461333100000001,
147,147,Denner, Frauenfelderstr. 124 8404 Winterthur,8404,47.5022189,8.7484021,
148,148,Denner, Rigiweg 1 5614 Sarmenstorf,5614,47.3092171,8.2467196,
149,149,Denner, Baarerstrasse 22 6300 Zug,6300,47.1732476,8.5170158,
150,150,Denner, Baarerstrasse 8 6300 Zug,6300,47.1712187,8.5165791,
151,151,Denner, Neudorfstrasse 33 6313 Menzingen,6313,47.1768447,8.593449099999999,
152,152,Denner, Bauelenzelgstrasse 16 8193 Eglisau,8193,47.580353,8.5129016,
153,153,Denner, Rosengartenstrasse 4 8805 Richterswil,8805,47.2100122,8.703797699999999,
154,154,Denner, Im Zentrum 10 8634 Hombrechtikon,8634,47.2522645,8.7682193,
155,155,Denner, Römerstrasse 243 8404 Winterthur,8404,47.5101343,8.758566799999999,
156,156,Denner, Hintermühlenstrasse 4 8409 Winterthur,8409,47.5041863,8.771989,
157,157,Denner, Wässeristrasse 20 8340 Hinwil,8340,47.3056104,8.8236504,
158,158,Denner, Wambisterstrasse 2 5412 Gebenstorf,5412,47.4899991,8.2443983,
159,159,Denner, Wächlenstrasse 1 8832 Wollerau,8832,47.1964446,8.7225931,
160,0,Migros,Wengistrasse 7 8004 Zürich,8004,47.3749724,8.5230257,Werd
161,1,Migros,Sihlpassage 8004 Zürich,8004,47.3807562,8.517289,Werd
162,2,Migros,Zollstrasse 6 8005 Zürich,8005,47.3798176,8.5369492,Gewerbeschule
163,3,Migros,Löwenstrasse 31 - 35 8001 Zürich,8001,47.37538319999999,8.5360797,Rathaus
164,4,Migros,Limmatstrasse 152 8005 Zürich,8005,47.38587829999999,8.5312854,Gewerbeschule
165,5,Migros,Hauptbahnhof 8001 Zürich,8001,47.3783642,8.5383585,Rathaus
166,6,Migros,Shop Ville 8001 Zürich,8001,47.3783642,8.5383585,Rathaus
167,7,Migros,Birmensdorferstrasse 140 8003 Zürich,8003,47.3701818,8.520143599999999,Sihlfeld
168,8,Migros,Stockerstrasse 47 8002 Zürich,8002,47.3682909,8.5341115,Enge
169,9,Migros,Badenerstrasse 376 8004 Zürich,8004,47.37910189999999,8.5087853,Werd
170,10,Migros,Hardturmstrasse 11 8005 Zürich,8005,47.3913439,8.5184888,Gewerbeschule
171,11,Migros,Tessinerplatz 10 8002 Zürich,8002,47.364369,8.530935399999999,Enge
172,12,Migros,Birmensdorferstrasse 320 8055 Zürich,8055,47.3698928,8.5083039,Friesenberg
173,13,Migros,Scheffelstrasse 3 8037 Zürich,8037,47.3937726,8.5292338,Wipkingen
174,14,Migros,Schaffhauserstrasse 75 8057 Zürich,8057,47.3926141,8.5384939,Unterstrass
175,15,Migros,Winterthurerstrasse 2 - 4 8006 Zürich,8006,47.3860795,8.5487063,Unterstrass
176,16,Migros,Falkenstrasse 19 - 21 8008 Zürich,8008,47.36545230000001,8.5478692,Weinegg
177,17,Migros,Giesshübelstrasse 65 8045 Zürich,8045,47.35826350000001,8.5177964,Friesenberg
178,18,Migros,Toblerstrasse 73 8044 Zürich,8044,47.3794015,8.5594339,Fluntern
179,19,Migros,Kreuzplatz 20 8008 Zürich,8008,47.3648162,8.554096399999999,Weinegg
180,20,Migros,Seefeldstrasse 111 - 113 8008 Zürich,8008,47.358365,8.5541587,Weinegg
181,21,Migros,Albisriederstrasse 365 8047 Zürich,8047,47.3751456,8.4856275,Albisrieden
182,22,Migros,Altstetterstrasse 145 8048 Zürich,8048,47.3883056,8.4875973,Altstetten
183,23,Migros,Hohlstrasse 600 8048 Zürich,8048,47.391489,8.4874789,Altstetten
184,24,Migros,Regensdorferstrasse 20 8049 Zürich,8049,47.403772,8.4974444,Höngg
185,25,Migros,Hofwiesenstrasse 350 - 354 8050 Zürich,8050,47.4105681,8.542987,Saatlen
186,26,Migros,Etzelstrasse 3 8038 Zürich,8038,47.344553,8.5301759,Wollishofen
187,27,Migros,Forchstrasse 260 8008 Zürich,8008,47.357709,8.5710728,Weinegg
188,28,Migros,Winterthurerstrasse 524 8051 Zürich,8051,47.403942,8.572517399999999,Schwamendingen-Mitte
189,29,Migros,Leimbachstrasse 23 8041 Zürich,8041,47.3360431,8.518949,Leimbach
190,30,Migros,Schaffhauserstrasse 470 8052 Zürich,8052,47.419507,8.5484557,Seebach
191,31,Migros,Jonas-Furrer-Strasse 21 8046 Zürich,8046,47.4203349,8.508801199999999,Affoltern
192,32,Migros,Witikonerstrasse 293 8053 Zürich,8053,47.3588321,8.5857692,Witikon
193,0,Coop,"Bahnhofbrücke 1, 8001 Zürich",8001,47.3764584,8.5423575,Rathaus
194,1,Coop,"Halle Löwenstrasse, 8021 Zürich",8021,47.3750503,8.5363933,
195,2,Coop,"Europaallee 5, 8001 Zürich",8001,47.3780286,8.534917499999999,Rathaus
196,3,Coop,"Bahnhofstrasse 57, 8001 Zürich",8001,47.3728798,8.5380649,Rathaus
197,4,Coop,"Zollstrasse 42, 8005 Zürich",8005,47.3805215,8.5348598,Gewerbeschule
198,5,Coop,"Universitätstrasse 73, 8006 Zürich",8006,47.38252190000001,8.5478132,Unterstrass
199,6,Coop,"Bärengasse 16, 8001 Zürich",8001,47.3700716,8.5371123,Rathaus
200,7,Coop,"Universitätstrasse 101, 8006 Zürich",8006,47.3839665,8.5480536,Unterstrass
201,8,Coop,"Badenerstrasse 15, 8004 Zürich",8004,47.3733855,8.530586099999999,Werd
202,9,Coop,"Bleicherweg 19, 8002 Zürich",8002,47.3677755,8.535716299999999,Enge
203,10,Coop,"Theaterstrasse 18, 8024 Zürich",8024,47.3672717,8.5461092,
204,11,Coop,"Hohlstrasse 35, 8004 Zürich",8004,47.3771023,8.5265009,Werd
205,12,Coop,"Stadelhoferstrasse 10, 8001 Zürich",8001,47.366789,8.5480012,Rathaus
206,13,Coop,"Zürichbergstrasse 75, 8044 Zürich",8044,47.3763974,8.559651299999999,Fluntern
207,14,Coop,"Röntgenstrasse 48, 8005 Zürich",8005,47.3847527,8.527192099999999,Gewerbeschule
208,15,Coop,"Tessinerplatz 10, 8002 Zürich",8002,47.364369,8.530935399999999,Enge
209,16,Coop,"Seefeldstrasse 35, 8008 Zürich",8008,47.363175,8.549919,Weinegg
210,17,Coop,"Forchstrasse 4, 8008 Zürich",8008,47.3644433,8.554834399999999,Weinegg
211,18,Coop,"Klosbachstrasse 104, 8032 Zürich",8032,47.3678338,8.5608684,Hottingen
212,19,Coop,"Badenerstrasse 244, 8004 Zürich",8004,47.3759271,8.517500799999999,Werd
213,20,Coop,"Uetlibergstrasse 20, 8045 Zürich",8045,47.3647466,8.5208808,Friesenberg
214,21,Coop,"Birmensdorferstrasse 200, 8003 Zürich",8003,47.3707958,8.5160521,Sihlfeld
215,22,Coop,"Scheffelstrasse 12, 8037 Zürich",8037,47.3938049,8.5295752,Wipkingen
216,23,Coop,"Milchbuckstrasse 1-5, 8057 Zürich",8057,47.3954544,8.540429699999999,Unterstrass
217,24,Coop,"Röschibachstrasse 22, 8037 Zürich",8037,47.393019,8.5249104,Wipkingen
218,25,Coop,"Maschinenstrasse 10, 8005 Zürich",8005,47.3875317,8.5168082,Gewerbeschule
219,26,Coop,"Seefeldstrasse 123, 8008 Zürich",8008,47.3583766,8.5551051,Weinegg
220,27,Coop,"Badenerstrasse 333, 8003 Zürich",8003,47.37771410000001,8.5110951,Sihlfeld
221,28,Coop,"Giessereistrasse 18, 8005 Zürich",8005,47.3905,8.517844,Gewerbeschule
222,29,Coop,"Kalanderplatz 1, 8045 Zürich",8045,47.3581442,8.5225083,Friesenberg
223,30,Coop,"Birmensdorferstrasse 310, 8055 Zürich",8055,47.3699656,8.509094,Friesenberg
224,31,Coop,"Seefeldstrasse 199, 8008 Zürich",8008,47.3532821,8.558858299999999,Weinegg
225,32,Coop,"Gutstrasse 159, 8047 Zürich",8047,47.37346950000001,8.502201699999999,Albisrieden
226,33,Coop,"Pfingstweidstrasse 106, 8005 Zürich",8005,47.391393,8.5076692,Gewerbeschule
227,34,Coop,"Friesenbergplatz 3, 8045 Zürich",8045,47.360785,8.5065898,Friesenberg
228,35,Coop,"Seestrasse 339, 8038 Zürich",8038,47.3472003,8.5331497,Wollishofen
229,36,Coop,"Baslerstrasse 50, 8048 Zürich",8048,47.3861901,8.4981288,Altstetten
230,37,Coop,"Schwamendingerstrasse 39/41, 8050 Zürich",8050,47.4076115,8.5499384,Saatlen
231,38,Coop,"Wallisellenstrasse 1, 8050 Zürich",8050,47.4102934,8.5468254,Saatlen
232,39,Coop,"In der Ey 85, 8047 Zürich",8047,47.370577,8.4921401,Albisrieden
233,40,Coop,"Hofwiesenstrasse 370, 8050 Zürich",8050,47.4112712,8.5446858,Saatlen
234,41,Coop,"Saatlenstrasse 12, 8051 Zürich",8051,47.4048386,8.5718702,Schwamendingen-Mitte
235,42,Coop,"Andreasstrasse 5, 8050 Zürich",8050,47.4129687,8.5474157,Saatlen
236,43,Coop,"Sophie-Taeuber-Strasse 4, 8050 Zürich",8050,47.413017,8.5405912,Saatlen
237,44,Coop,"Wallisellenstrasse 333, 8050 Zürich",8050,47.4111982,8.562505699999999,Saatlen
238,45,Coop,"Albisriederstrasse 334, 8047 Zürich",8047,47.3761906,8.487078000000002,Albisrieden
239,46,Coop,"Badenerstrasse 650, 8048 Zürich",8048,47.3875519,8.4890246,Altstetten
240,47,Coop,"Alte Kalchbühlstrasse 15, 8038 Zürich",8038,47.3399334,8.5307593,Wollishofen
241,48,Coop,"Vulkanplatz, 8048 Zürich",8048,47.3925381,8.4906554,Altstetten
242,49,Coop,"Wolfgang-Pauli-Strasse 14, 8049 Zürich",8049,47.4083915,8.507961,Höngg
243,50,Coop,"Regensdorferstrasse 9, 8049 Zürich",8049,47.4026805,8.4983802,Höngg
244,51,Coop,"Lindenplatz 6, 8048 Zürich",8048,47.3876386,8.4853846,Altstetten
245,52,Coop,"Witikonerstrasse 409, 8053 Zürich",8053,47.3602128,8.5946664,Witikon
246,53,Coop,"Hirzenbachstrasse 40, 8051 Zürich",8051,47.4034781,8.5893149,Schwamendingen-Mitte
247,54,Coop,"Vulkanstrasse 108/110, 8048 Zürich",8048,47.3936747,8.4839659,Altstetten
248,55,Coop,"Alte Landstrasse 101, 8702 Zollikon",8702,47.3369131,8.576707899999999,
249,56,Coop,"Forchstrasse 134, 8125 Zollikerberg",8125,47.3470258,8.596791699999999,
250,57,Coop,"Schwellistrasse 69, 8052 Zürich",8052,47.4248979,8.537738899999999,Seebach
251,58,Coop,"Wehntalerstrasse 549, 8046 Zürich",8046,47.4188943,8.5056017,Affoltern
252,59,Coop,"Boulevard Lilienthal 20, 8152 Glattpark Opfikon",8152,47.4240742,8.5610263,
253,60,Coop,"Am Suteracher 14, 8048 Zürich",8048,47.389955,8.4720952,Altstetten
254,61,Coop,"Neue Winterthurerstrasse 82, 8304 Wallisellen",8304,47.4094811,8.5962266,
255,62,Coop,"Bahnhofplatz 2, 8304 Wallisellen",8304,47.4129201,8.5930178,
256,63,Coop,"Frankentalerstrasse 20, 8049 Zürich",8049,47.4060321,8.4815884,Höngg
257,64,Coop,"Forchstrasse 180, 8125 Zollikerberg",8125,47.3461139,8.601835699999999,
258,65,Coop,"Sellenbüren 61, 8143 Stallikon",8143,47.3428304,8.4830749,
259,66,Coop,"Talackerstrasse 68, 8152 Glattbrugg",8152,47.4284888,8.563879499999999,
260,67,Coop,"Leimbachstrasse 200, 8041 Zürich",8041,47.3262341,8.514298499999999,Leimbach
261,68,Coop,"Bahnhofstrasse 11, 8802 Kilchberg",8802,47.3231335,8.5489812,
262,69,Coop,"Zürcherstrasse 1, 8142 Uitikon",8142,47.3674507,8.4615999,
263,70,Coop,"Adlerstrasse 1, 8600 Dübendorf",8600,47.3976122,8.616562199999999,
264,71,Coop,"Europastrasse 4, 8152 Glattbrugg",8152,47.4306294,8.5600503,
265,72,Coop,"Rütihofstrasse 15, 8049 Zürich",8049,47.41373489999999,8.479611799999999,Höngg
266,73,Coop,"Mühlackerstrasse 199, 8046 Zürich",8046,47.4255113,8.4969846,Affoltern
267,74,Coop,"Schaffhauserstrasse 124, 8152 Glattbrugg",8152,47.4343434,8.567015,
268,75,Coop,"Industriestrasse 28, 8305 Dietlikon",8305,47.41345219999999,8.6182091,
269,76,Coop,"Ecke Sonnenrein/Zumikerstrasse, 8700 Küsnacht",8700,47.3289375,8.5903137,
270,77,Coop,"Poststrasse 3, 8134 Adliswil",8134,47.31303579999999,8.5255531,
271,78,Coop,"Dorfstrasse 16, 8700 Küsnacht",8700,47.3179866,8.581712099999999,
272,79,Coop,"Morgental 39, 8126 Zumikon",8126,47.336789,8.6182071,
273,80,Coop,"Zürcherstrasse 149, 8102 Oberengstringen",8102,47.4105673,8.4578553,
274,81,Coop,"Zürcherstrasse 6, 8952 Schlieren",8952,47.3973601,8.4487969,
275,82,Coop,"Wigartenstrasse 8/10, 8117 Fällanden",8117,47.3709779,8.6416956,
276,83,Coop,"Bahnhofstrasse 41, 8305 Dietlikon",8305,47.42189399999999,8.618678899999999,
277,84,Coop,"Weingartenstrasse 11, 8803 Rüschlikon",8803,47.30768200000001,8.5542227,
278,85,Coop,"Goldschlägiplatz 5, 8952 Schlieren",8952,47.3998205,8.4414784,
279,86,Coop,"Im Heumoos 25, 8906 Bonstetten",8906,47.3240853,8.4691391,
280,87,Coop,"Zentrum 1, 8105 Regensdorf",8105,47.4313251,8.4691306,
281,88,Coop,"Zürcherstrasse 13A, 8903 Birmensdorf",8903,47.3542257,8.436352399999999,
282,89,Coop,"Airport Center, 8060 Zürich",8060,47.3768866,8.541694,
283,90,Coop,"Feldstrasse 2, 8105 Regensdorf",8105,47.4374853,8.474880299999999,
284,91,Coop,"Seestrasse 17, 8703 Erlenbach",8703,47.3467035,8.5643155,
285,92,Coop,"Schaffhauserstrasse 146, 8302 Kloten",8302,47.45316160000001,8.5810155,
286,93,Coop,"Florastrasse 1, 8800 Thalwil",8800,47.2969267,8.5618553,
287,94,Coop,"Birmensdorferstrasse 79, 8902 Urdorf",8902,47.38488340000001,8.4222555,
288,95,Coop,"Industriestrasse 1, 8604 Volketswil",8604,47.38251289999999,8.6675693,
289,96,Coop,"Birmendorferstrasse 9, 8953 Dietikon",8953,47.3981458,8.4178599,
290,97,Coop,"Oberglatterstrasse 35, 8153 Rümlang",8153,47.4631645,8.5257705,
291,98,Coop,"Höflistrasse 7, 8135 Langnau am Albis",8135,47.2892437,8.5397724,
292,99,Coop,"Breitistrasse 32, 8303 Bassersdorf",8303,47.4425176,8.6316285,
293,100,Coop,"Industriestrasse 14, 8108 Dällikon",8108,47.4440119,8.4416617,
294,101,Coop,"Florastrasse 22+24, 8953 Dietikon",8953,47.4000625,8.4003125,
295,102,Coop,"Alte Landstrasse 26, 8942 Oberrieden",8942,47.2782358,8.5753919,
296,103,Coop,"Huebwiesenstrasse 25, 8954 Geroldswil",8954,47.4214261,8.4097309,
297,104,Coop,"Forchstrasse 45, 8704 Herrliberg",8704,47.3170466,8.665456599999999,
298,105,Coop,"Steinmürlistrasse 38, 8953 Dietikon",8953,47.4057097,8.392097399999999,
299,106,Coop,"Zürcherstrasse 10, 8107 Buchs",8107,47.45774919999999,8.4381817,
300,107,Coop,"General-Willestrasse 65, 8706 Feldmeilen",8706,47.2795598,8.6153894,
301,108,Coop,"Silbernstrasse 9, 8953 Dietikon",8953,47.4185483,8.3920055,
302,109,Coop,"Haldenstrasse 10, 8307 Effretikon",8307,47.42846309999999,8.68468,
303,110,Coop,"Sonnenbergstrasse 8, 8610 Uster",8610,47.34587399999999,8.7020372,
304,111,Coop,"Illnauerstrasse 16, 8307 Effretikon",8307,47.426901,8.6920444,
305,112,Coop,"Sägereistrasse 2, 8172 Niederglatt",8172,47.4912333,8.503893999999999,
306,113,Coop,"Winterthurerstrasse 22, 8610 Uster",8610,47.35503320000001,8.7128684,
307,114,Coop,"Bahnhofstrasse 3, 8965 Berikon",8965,47.3617211,8.3677117,
308,115,Coop,"Niederhaslistrasse 5, 8157 Dielsdorf",8157,47.484392,8.4655937,
309,116,Coop,"Uster Bahnhof, 8610 Uster",8610,47.35036,8.718689,
310,117,Coop,"Büelstrasse 15, 8910 Affoltern am Albis",8910,47.2738709,8.445676299999999,
311,118,Coop,"Zugerstrasse 35, 8810 Horgen",8810,47.2592149,8.5987718,
312,119,Coop,"Gewerbestrasse 13, 8132 Egg ZH",8132,47.3040831,8.691676800000002,
313,120,Coop,"Grabenstrasse 6, 8184 Bachenbülach",8184,47.5064024,8.5406855,
314,121,Coop,"Grabenstrasse 6, 8184 Bachenbülach",8184,47.5064024,8.5406855,
315,122,Coop,"Dorfstrasse 140, 8706 Meilen",8706,47.2686266,8.6465684,
316,123,Coop,"Aathalstrasse 40, 8610 Uster",8610,47.3451066,8.730619599999999,
317,124,Coop,"Sonnengutstrasse 2, 5620 Bremgarten",5620,47.3515251,8.3479545,
